review_url,title,metacritic,user_avg,count,10,9,8,7,6,5,4,3,2,1
https://www.gamespot.com/reviews/vigilante-8-arcade-review/1900-6200791/,The Legend of Spyro: Dawn of the Dragon (2008),62,6.8,907,227,128,133,123,83,50,21,18,14,110
https://www.gamespot.com/reviews/motogp-08-review/1900-6200792/,The Legend of Spyro: Dawn of the Dragon (2008),62,6.8,907,227,128,133,123,83,50,21,18,14,110
https://www.gamespot.com/reviews/motogp-08-review/1900-6200712/,The Legend of Spyro: Dawn of the Dragon (2008),62,6.8,907,227,128,133,123,83,50,21,18,14,110
https://www.gamespot.com/reviews/motogp-08-review/1900-6200728/,Shotest Shogi,65,7.1,18,2,3,3,3,6,1,0,0,0,0
https://www.gamespot.com/reviews/guitar-hero-world-tour-review/1900-6200703/,World of Goo,94,8.8,4498,1954,1740,478,136,49,18,11,10,14,88
https://www.gamespot.com/reviews/mysims-kingdom-review/1900-6200713/,Guitar Hero World Tour (2008),,8.2,6529,1551,2447,1570,470,137,85,37,30,24,178
https://www.gamespot.com/reviews/scene-it-box-office-smash-review/1900-6200705/,Star Ocean,,8.2,1066,253,341,282,117,31,17,6,1,3,15
https://www.gamespot.com/reviews/resistance-2-review/1900-6200653/,Gears of War 2,93,9,18389,9947,6154,1319,346,102,99,47,28,40,307
https://www.gamespot.com/reviews/tom-clancys-endwar-review/1900-6200634/,World of Goo,94,8.8,4498,1954,1740,478,136,49,18,11,10,14,88
https://www.gamespot.com/reviews/tom-clancys-endwar-review/1900-6200631/,Dead Space (2008),86,8.8,23025,9942,9847,1847,498,202,145,64,57,61,362
https://www.gamespot.com/reviews/bleach-dark-souls/1900-6200646/,Dead Space (2008),86,8.8,23025,9942,9847,1847,498,202,145,64,57,61,362
https://www.gamespot.com/reviews/james-bond-quantum-of-solace-review/1900-6200423/,Are You Smarter Than a 5th Grader: Make the Grade,,6.1,116,12,13,17,23,15,8,7,8,4,9
https://www.gamespot.com/reviews/mysims-kingdom-review/1900-6200590/,Bully,,8.6,14556,4434,6276,2436,680,216,118,55,48,52,241
https://www.gamespot.com/reviews/guitar-hero-world-tour-review/1900-6200618/,Penny Arcade Adventures: Episode Two,80,8,312,38,103,121,32,9,2,2,2,1,2
https://www.gamespot.com/reviews/spectrobes-beyond-the-portals-review/1900-6200592/,The Legend of Kage 2,70,7.5,88,13,11,34,16,7,3,2,0,0,2
https://www.gamespot.com/reviews/the-legend-of-spyro-dawn-of-the-dragon-review/1900-6200551/,Away: Shuffle Dungeon,65,6.5,29,3,3,8,3,2,5,2,2,0,1
https://www.gamespot.com/reviews/the-legend-of-spyro-dawn-of-the-dragon-review/1900-6200546/,Rhiannon: Curse of the Four Branches,67,6.5,98,7,9,25,26,6,7,10,4,2,2
https://www.gamespot.com/reviews/the-legend-of-spyro-dawn-of-the-dragon-review/1900-6200545/,Nikopol: Secrets of the Immortals,68,6.6,110,10,16,14,36,9,11,4,3,0,7
https://www.gamespot.com/reviews/shotest-shogi-review/1900-6200531/,War World: Tactical Combat,74,7.9,159,36,45,38,17,8,3,3,1,1,7
https://www.gamespot.com/reviews/world-of-goo-review/1900-6200523/,Portal: Still Alive,90,8.6,816,251,361,136,30,4,8,2,6,6,12
https://www.gamespot.com/reviews/guitar-hero-world-tour-review/1900-6200509/,BioShock,96,9,45376,25706,14149,3059,865,329,188,115,102,106,757
https://www.gamespot.com/reviews/star-ocean-first-departure-review/1900-6200515/,Spider-Man: Web of Shadows,52,7.6,4835,1017,1445,1112,449,188,110,83,67,81,283
https://www.gamespot.com/reviews/gears-of-war-2-review/1900-6200486/,Fallout 3,91,8.9,48572,25210,14659,4607,1764,693,424,197,136,166,716
https://www.gamespot.com/reviews/world-of-goo-review/1900-6200436/,Fallout 3,91,8.9,48572,25210,14659,4607,1764,693,424,197,136,166,716
https://www.gamespot.com/reviews/dead-space-review/1900-6200447/,Fallout 3,91,8.9,48572,25210,14659,4607,1764,693,424,197,136,166,716
https://www.gamespot.com/reviews/dead-space-review/1900-6200461/,Command & Conquer: Red Alert 3,82,7.7,5619,1094,1486,1453,672,253,171,102,79,60,248
https://www.gamespot.com/reviews/are-you-smarter-than-a-5th-grader-make-the-grade-r/1900-6200438/,Castlevania: Order of Ecclesia,85,8.6,1375,364,694,219,55,17,12,3,0,2,9
https://www.gamespot.com/reviews/bully-scholarship-edition-review/1900-6200387/,Spider-Man: Web of Shadows,52,7.6,4835,1017,1445,1112,449,188,110,83,67,81,283
https://www.gamespot.com/reviews/penny-arcade-adventures-on-the-rain-slick-precipic/1900-6200383/,Zoo Hospital,53,5.6,38,6,4,2,2,8,4,2,3,2,5
https://www.gamespot.com/reviews/the-legend-of-kage-2-review/1900-6200336/,Golden Axe: Beast Rider,45,6,811,100,50,121,130,144,85,52,51,25,53
https://www.gamespot.com/reviews/away-shuffle-dungeon-review/1900-6200328/,Golden Axe: Beast Rider,45,6,811,100,50,121,130,144,85,52,51,25,53
https://www.gamespot.com/reviews/rhiannon-curse-of-the-four-branches-review/1900-6200219/,The Immortals of Terra: A Perry Rhodan Adventure,63,6.4,154,19,18,24,33,19,16,8,5,1,11
https://www.gamespot.com/reviews/nikopol-secrets-of-the-immortals-review/1900-6200231/,Spider-Man: Web of Shadows,52,7.6,4835,1017,1445,1112,449,188,110,83,67,81,283
https://www.gamespot.com/reviews/war-world-review/1900-6199476/,Tiger Woods PGA Tour 09,84,8.2,1335,197,655,325,64,26,17,8,4,9,30
https://www.gamespot.com/reviews/portal-still-alive-review/1900-6200181/,Crazy Mouse,28,3.5,,,,,,,,,,,
https://www.gamespot.com/reviews/bioshock-review/1900-6200177/,Game Party 2,29,4.4,77,6,1,2,14,5,12,8,9,6,14
https://www.gamespot.com/reviews/spider-man-web-of-shadows-review/1900-6200033/,Eternal Sonata,79,8.2,4444,958,1880,949,331,117,57,25,25,18,84
https://www.gamespot.com/reviews/fallout-3-review/1900-6200093/,MotorStorm: Pacific Rift,82,8.4,1606,292,757,426,75,24,7,6,2,4,13
https://www.gamespot.com/reviews/fallout-3-review/1900-6200089/,Blitz: The League II,68,7.7,524,85,122,177,79,24,10,4,5,3,15
https://www.gamespot.com/reviews/fallout-3-review/1900-6200091/,Blitz: The League II,68,7.7,524,85,122,177,79,24,10,4,5,3,15
https://www.gamespot.com/reviews/command-and-conquer-red-alert-3-review/1900-6200112/,Valhalla Knights 2,50,6.2,318,61,35,42,24,36,32,25,23,13,27
https://www.gamespot.com/reviews/castlevania-order-of-ecclesia-review/1900-6200084/,Wii Music,63,6.1,775,108,82,125,133,87,55,32,19,22,112
https://www.gamespot.com/reviews/spider-man-web-of-shadows-review/1900-6200115/,Pro Evolution Soccer 2009,74,7.7,2197,449,549,590,289,103,57,29,25,34,72
https://www.gamespot.com/reviews/zoo-hospital-review/1900-6200105/,Pro Evolution Soccer 2009,74,7.7,2197,449,549,590,289,103,57,29,25,34,72
https://www.gamespot.com/reviews/golden-axe-beast-rider-review/1900-6200050/,Far Cry 2,85,7.9,17163,3246,5892,4081,1787,774,445,240,144,119,435
https://www.gamespot.com/reviews/golden-axe-beast-rider-review/1900-6200051/,Far Cry 2,85,7.9,17163,3246,5892,4081,1787,774,445,240,144,119,435
https://www.gamespot.com/reviews/the-immortals-of-terra-a-perry-rhodan-adventure-re/1900-6200022/,SOCOM: U.S. Navy SEALs Confrontation,63,7.5,2060,483,471,407,276,129,94,51,28,22,99
https://www.gamespot.com/reviews/spider-man-web-of-shadows-review/1900-6200030/,Midnight Club: Los Angeles,81,8.2,3430,818,1163,907,287,85,46,23,20,18,63
https://www.gamespot.com/reviews/tiger-woods-pga-tour-09-all-play/1900-6200019/,Midnight Club: Los Angeles,81,8.2,3430,818,1163,907,287,85,46,23,20,18,63
https://www.gamespot.com/reviews/crazymouse-review/1900-6199866/,Silent Hill: Homecoming,64,7.8,4178,773,1081,1145,599,244,130,55,21,24,106
https://www.gamespot.com/reviews/game-party-2/1900-6200025/,Air Traffic Chaos,66,7.7,105,14,28,34,18,5,1,0,0,1,4
https://www.gamespot.com/reviews/eternal-sonata-review/1900-6199900/,Rebel Raiders: Operation Nighthawk,,6.5,243,35,30,44,32,29,33,8,13,4,15
https://www.gamespot.com/reviews/motorstorm-pacific-rift-review/1900-6199968/,Spider-Man: Web of Shadows,52,7.6,4835,1017,1445,1112,449,188,110,83,67,81,283
https://www.gamespot.com/reviews/blitz-the-league-ii-review/1900-6199924/,The Guild 2: Venice,49,5.2,120,11,3,11,16,19,19,14,10,5,12
https://www.gamespot.com/reviews/blitz-the-league-ii-review/1900-6199930/,Shadow Assault -Tenchu-,46,5.9,44,7,0,7,10,6,2,2,4,1,5
https://www.gamespot.com/reviews/valhalla-knights-2-review/1900-6199870/,The Settlers: Rise of an Empire,66,7.5,1825,339,369,556,265,89,51,24,15,16,101
https://www.gamespot.com/reviews/wii-music-review/1900-6199859/,Fable II,89,8.5,15702,4686,6718,2785,781,242,147,63,35,35,210
https://www.gamespot.com/reviews/pro-evolution-soccer-2009/1900-6199817/,MLB Stickball,46,5.2,38,1,2,5,8,2,7,5,2,4,2
https://www.gamespot.com/reviews/pro-evolution-soccer-2009/1900-6199819/,NBA 09 The Inside,,7,310,62,67,52,40,22,18,10,9,8,22
https://www.gamespot.com/reviews/far-cry-2-review/1900-6199677/,Age of Booty,,7.4,320,27,44,131,78,19,12,2,0,3,4
https://www.gamespot.com/reviews/far-cry-2-review/1900-6199676/,NBA Live 09,77,7.5,1319,269,265,370,196,65,33,19,15,16,71
https://www.gamespot.com/reviews/socom-us-navy-seals-confrontation-review/1900-6199791/,NBA Live 09,77,7.5,1319,269,265,370,196,65,33,19,15,16,71
https://www.gamespot.com/reviews/midnight-club-los-angeles-review/1900-6199759/,SimCity Creator,67,7.1,261,42,34,66,57,22,14,8,3,5,10
https://www.gamespot.com/reviews/midnight-club-los-angeles-review/1900-6199755/,LittleBigPlanet,95,8.9,12120,6228,3890,1231,328,141,61,41,28,35,137
https://www.gamespot.com/reviews/silent-hill-homecoming-review/1900-6199750/,Duke Nukem 3D,89,8.6,6376,1893,2529,1259,412,103,50,30,24,20,56
https://www.gamespot.com/reviews/air-traffic-chaos-review/1900-6199765/,Brothers in Arms: Hell's Highway,79,8.2,6303,1320,2553,1571,426,144,90,36,29,22,112
https://www.gamespot.com/reviews/rebel-raiders-operation-nighthawk-review/1900-6199763/,Unsolved Crimes,66,6.9,55,4,5,16,18,6,1,0,3,0,2
https://www.gamespot.com/reviews/spider-man-web-of-shadows-review/1900-6199668/,SimCity Creator,67,7.1,261,42,34,66,57,22,14,8,3,5,10
https://www.gamespot.com/reviews/the-guild-2-venice-review/1900-6199673/,Crash: Mind Over Mutant,70,6.1,672,97,62,134,115,67,35,20,10,10,122
https://www.gamespot.com/reviews/shadow-assault-tenchu-review/1900-6199681/,Saints Row 2,72,8.2,9092,2473,3502,1607,593,244,204,106,76,72,215
https://www.gamespot.com/reviews/the-settlers-rise-of-an-empire-gold-edition-review/1900-6199680/,Saints Row 2,72,8.2,9092,2473,3502,1607,593,244,204,106,76,72,215
https://www.gamespot.com/reviews/fable-ii-review/1900-6199669/,Lost in Blue: Shipwrecked,54,5.9,66,7,8,7,9,11,6,6,3,3,6
https://www.gamespot.com/reviews/mlb-stickball-review/1900-6199667/,Sonic Chronicles: The Dark Brotherhood,74,7.5,819,141,179,206,168,49,25,8,13,8,22
https://www.gamespot.com/reviews/nba-09-the-inside-review/1900-6199609/,Everlight of Magic & Power,63,4.9,,,,,,,,,,,
https://www.gamespot.com/reviews/age-of-booty-review/1900-6199606/,NBA 2K9,80,8.5,2675,792,1237,414,113,27,10,10,9,13,50
https://www.gamespot.com/reviews/nba-live-09-review/1900-6199517/,NBA 2K9,80,8.5,2675,792,1237,414,113,27,10,10,9,13,50
https://www.gamespot.com/reviews/nba-live-09-review/1900-6199516/,FIFA Soccer 09,77,8.3,6061,1542,2558,1103,339,118,108,49,39,50,155
https://www.gamespot.com/reviews/simcity-creator-review/1900-6199544/,FIFA Soccer 09,77,8.3,6061,1542,2558,1103,339,118,108,49,39,50,155
https://www.gamespot.com/reviews/little-big-planet-review/1900-6199348/,Fracture (2008),63,6.6,1359,109,104,275,396,213,132,58,16,20,36
https://www.gamespot.com/reviews/duke-nukem-3d-review/1900-6199473/,Fracture (2008),63,6.6,1359,109,104,275,396,213,132,58,16,20,36
https://www.gamespot.com/reviews/brothers-in-arms-hells-highway-review/1900-6199475/,Line Rider 2: Unbound,59,7.5,171,41,20,44,26,26,4,1,2,1,6
https://www.gamespot.com/reviews/unsolved-crimes-review/1900-6199471/,Mega Man 9,83,8.1,1544,364,629,316,85,29,26,16,14,10,55
https://www.gamespot.com/reviews/simcity-creator-review/1900-6199401/,Harvest Moon: Tree of Tranquility,65,8.1,498,139,153,112,43,16,13,4,1,2,15
https://www.gamespot.com/reviews/crash-bandicoot-mind-over-mutant-review/1900-6199402/,Time Hollow,64,8,347,81,99,85,46,20,6,1,2,0,7
https://www.gamespot.com/reviews/saints-row-2-review/1900-6199344/,Fate: Undiscovered Realms,,7.2,224,43,24,64,54,9,10,3,0,2,15
https://www.gamespot.com/reviews/saints-row-2-review/1900-6199342/,Sid Meier's Civilization IV,94,8.8,22275,9903,8523,2154,639,283,198,98,79,68,330
https://www.gamespot.com/reviews/lost-in-blue-shipwrecked-review/1900-6199346/,Warhammer Online: Age of Reckoning,86,8.1,3517,1159,1144,533,228,114,73,42,30,41,153
https://www.gamespot.com/reviews/sonic-chronicles-the-dark-brotherhood-review/1900-6199160/,Pure,80,8.1,2650,457,1021,751,238,65,45,11,10,9,43
https://www.gamespot.com/reviews/everlight-review/1900-6199166/,Pure,80,8.1,2650,457,1021,751,238,65,45,11,10,9,43
https://www.gamespot.com/reviews/nba-2k9-review/1900-6198839/,Feeding Frenzy 2: Shipwreck Showdown,,7.5,215,29,39,70,42,16,4,8,2,3,2
https://www.gamespot.com/reviews/nba-2k9-review/1900-6198836/,Armored Core: For Answer,64,8,857,212,242,222,89,34,20,10,3,6,19
https://www.gamespot.com/reviews/fifa-soccer-09-review/1900-6198761/,Armored Core: For Answer,64,8,857,212,242,222,89,34,20,10,3,6,19
https://www.gamespot.com/reviews/fifa-soccer-09-review/1900-6198533/,Yggdra Union: We'll Never Fight Alone,77,8.1,568,142,183,137,45,23,12,6,9,1,10
https://www.gamespot.com/reviews/fracture-review/1900-6198714/,de Blob,82,7.9,313,47,127,79,24,13,5,5,3,1,9
https://www.gamespot.com/reviews/fracture-review/1900-6198716/,Disgaea: Afternoon of Darkness,84,8.9,5044,2097,2035,673,119,42,15,10,7,4,42
https://www.gamespot.com/reviews/line-rider-2-unbound-review/1900-6198705/,UberSoldier II,62,5.7,179,23,4,28,32,25,24,6,2,5,30
https://www.gamespot.com/reviews/mega-man-9-review/1900-6198717/,The Witcher,81,8.7,13059,5192,5356,1424,454,148,92,55,37,38,263
https://www.gamespot.com/reviews/harvest-moon-tree-of-tranquility-review/1900-6198622/,LEGO Batman: The Videogame,80,7.8,4106,637,1039,1379,634,199,80,30,20,20,68
https://www.gamespot.com/reviews/time-hollow-review/1900-6198618/,Lock's Quest,80,7.9,297,41,103,101,27,6,2,7,1,3,6
https://www.gamespot.com/reviews/fate-undiscovered-realms-review/1900-6198532/,Samba de Amigo,89,7.7,389,67,124,74,63,25,7,7,3,7,12
https://www.gamespot.com/reviews/sid-meiers-civilization-iv-colonization-review/1900-6198565/,Warriors Orochi 2,52,7.7,866,271,192,156,80,45,28,25,14,16,39
https://www.gamespot.com/reviews/warhammer-online-age-of-reckoning-review/1900-6198529/,Warriors Orochi 2,52,7.7,866,271,192,156,80,45,28,25,14,16,39
https://www.gamespot.com/reviews/pure-review/1900-6198484/,Multiwinia: Survival of the Flattest,76,7.7,110,14,22,43,16,8,5,1,0,0,1
https://www.gamespot.com/reviews/pure-review/1900-6198486/,Wario Land: Shake It!,78,7.8,732,100,152,301,121,25,11,6,3,0,13
https://www.gamespot.com/reviews/feeding-frenzy-2-shipwreck-showdown-review/1900-6198479/,Baja: Edge of Control,,6.6,480,62,56,94,102,67,30,16,8,12,33
https://www.gamespot.com/reviews/armored-core-for-answer-review/1900-6198445/,Baja: Edge of Control,,6.6,480,62,56,94,102,67,30,16,8,12,33
https://www.gamespot.com/reviews/armored-core-for-answer-review/1900-6198444/,Brothers in Arms: Hell's Highway,79,8.2,6303,1320,2553,1571,426,144,90,36,29,22,112
https://www.gamespot.com/reviews/yggdra-union-review/1900-6198428/,Brothers in Arms: Hell's Highway,79,8.2,6303,1320,2553,1571,426,144,90,36,29,22,112
https://www.gamespot.com/reviews/de-blob-review/1900-6198371/,RocketBowl,,7.3,35,6,3,6,8,10,2,0,0,0,0
https://www.gamespot.com/reviews/disgaea-ds-review/1900-6198330/,NHL 09,62,8.5,3280,1478,1188,241,89,52,30,20,27,33,122
https://www.gamespot.com/reviews/ubersoldier-ii-the-end-of-hitler-review/1900-6198332/,Rhapsody: A Musical Adventure,67,7.6,92,19,10,28,18,7,5,3,0,0,2
https://www.gamespot.com/reviews/the-witcher-enhanced-edition-review/1900-6198321/,S.T.A.L.K.E.R.: Clear Sky,75,7.8,2976,543,866,850,384,121,58,37,29,28,60
https://www.gamespot.com/reviews/lego-batman-review/1900-6198251/,Mercenaries 2: World in Flames,70,7.3,8422,1500,1642,2113,1221,629,437,266,152,140,322
https://www.gamespot.com/reviews/locks-quest-review/1900-6198244/,Mount & Blade,72,8.6,2974,1202,952,444,177,72,38,22,7,11,49
https://www.gamespot.com/reviews/samba-de-amigo-review/1900-6198265/,NHL 2K9,69,6.5,602,82,63,111,118,71,50,36,15,5,51
https://www.gamespot.com/reviews/warriors-orochi-2-review/1900-6198248/,Warhammer: Mark of Chaos,73,7.6,2196,363,419,649,410,143,80,29,18,27,58
https://www.gamespot.com/reviews/warriors-orochi-2-review/1900-6198246/,Yakuza 2,77,8.3,678,169,233,196,28,20,7,7,4,2,12
https://www.gamespot.com/reviews/multiwinia-review/1900-6198157/,Wipeout HD,87,8.4,1351,263,563,357,120,24,8,6,5,1,4
https://www.gamespot.com/reviews/wario-land-shake-it-review/1900-6198105/,Star Wars: The Force Unleashed,70,8,16982,3185,5482,4943,1958,581,284,144,69,70,266
https://www.gamespot.com/reviews/baja-edge-of-control-review/1900-6198213/,PAIN (2007),71,7.3,1631,174,282,524,349,125,65,25,24,18,45
https://www.gamespot.com/reviews/baja-edge-of-control-review/1900-6198215/,Crysis Warhead,84,8.6,7261,2704,3017,920,243,90,54,31,18,29,155
https://www.gamespot.com/reviews/brothers-in-arms-hells-highway-review/1900-6198166/,Line Rider 2: Unbound,59,7.5,171,41,20,44,26,26,4,1,2,1,6
https://www.gamespot.com/reviews/brothers-in-arms-hells-highway-review/1900-6198167/,Line Rider 2: Unbound,59,7.5,171,41,20,44,26,26,4,1,2,1,6
https://www.gamespot.com/reviews/rocketbowl-review/1900-6198158/,NHL 09,62,8.5,3280,1478,1188,241,89,52,30,20,27,33,122
https://www.gamespot.com/reviews/nhl-09-review/1900-6197801/,Strong Bad's Cool Game for Attractive People,,7.9,723,136,191,246,85,24,15,4,4,8,10
https://www.gamespot.com/reviews/rhapsody-a-musical-adventure-review/1900-6198103/,NHL 2K9,69,6.5,602,82,63,111,118,71,50,36,15,5,51
https://www.gamespot.com/reviews/stalker-clear-sky-review/1900-6198116/,NHL 2K9,69,6.5,602,82,63,111,118,71,50,36,15,5,51
https://www.gamespot.com/reviews/mercenaries-2-world-in-flames-review/1900-6198115/,Rock Band 2,92,8.9,5412,2224,2455,470,104,25,14,10,6,17,87
https://www.gamespot.com/reviews/mount-and-blade-review/1900-6198044/,Shred Nebula,66,6.5,,,,,,,,,,,
https://www.gamespot.com/reviews/nhl-2k9-review/1900-6198050/,Dragon Quest IV,,8.4,1158,281,499,266,63,12,11,4,0,2,20
https://www.gamespot.com/reviews/warhammer-mark-of-chaos-battle-march-review/1900-6198039/,SNK Arcade Classics Vol. 1,69,7.8,204,32,52,69,28,12,5,2,1,0,3
https://www.gamespot.com/reviews/yakuza-2-review/1900-6198035/,Star Wars: The Force Unleashed,70,8,16982,3185,5482,4943,1958,581,284,144,69,70,266
https://www.gamespot.com/reviews/wipeout-hd-review/1900-6197908/,Star Wars: The Force Unleashed,70,8,16982,3185,5482,4943,1958,581,284,144,69,70,266
https://www.gamespot.com/reviews/star-wars-the-force-unleashed-review/1900-6197903/,Star Wars: The Force Unleashed,70,8,16982,3185,5482,4943,1958,581,284,144,69,70,266
https://www.gamespot.com/reviews/pain-amusement-park-review/1900-6197910/,Star Wars: The Force Unleashed,70,8,16982,3185,5482,4943,1958,581,284,144,69,70,266
https://www.gamespot.com/reviews/crysis-warhead-review/1900-6197866/,Star Wars: The Force Unleashed,70,8,16982,3185,5482,4943,1958,581,284,144,69,70,266
https://www.gamespot.com/reviews/line-rider-2-unbound-review/1900-6197853/,MLB Power Pros 2008,67,8.1,331,82,114,76,23,14,6,3,0,5,8
https://www.gamespot.com/reviews/line-rider-2-unbound-review/1900-6197854/,Outcry,63,5.6,158,27,18,6,16,11,18,23,14,7,18
https://www.gamespot.com/reviews/nhl-09-review/1900-6197857/,Fading Shadows,62,6,65,8,4,5,17,13,5,3,3,4,3
https://www.gamespot.com/reviews/strong-bads-cool-game-for-attractive-people-episod/1900-6197808/,TNA iMPACT!,62,6.2,1308,162,107,236,257,172,110,63,45,45,111
https://www.gamespot.com/reviews/nhl-2k9-review/1900-6197804/,TNA iMPACT!,62,6.2,1308,162,107,236,257,172,110,63,45,45,111
https://www.gamespot.com/reviews/nhl-2k9-review/1900-6197805/,TNA iMPACT!,62,6.2,1308,162,107,236,257,172,110,63,45,45,111
https://www.gamespot.com/reviews/rock-band-2-review/1900-6197807/,Mystery Case Files: MillionHeir,65,7.5,182,18,30,69,41,15,3,1,1,1,3
https://www.gamespot.com/reviews/shred-nebula-review/1900-6197750/,Summer Athletics: The Ultimate Challenge,,5.3,117,18,4,15,12,17,13,4,4,7,23
https://www.gamespot.com/reviews/dragon-quest-iv-chapters-of-the-chosen-review/1900-6197748/,Summer Athletics: The Ultimate Challenge,,5.3,117,18,4,15,12,17,13,4,4,7,23
https://www.gamespot.com/reviews/snk-arcade-classics-vol-1-review/1900-6197747/,Spore Creatures,65,6.9,314,54,44,56,70,31,26,5,4,4,20
https://www.gamespot.com/reviews/star-wars-the-force-unleashed-review/1900-6197742/,Zoids Assault,46,4.7,115,16,3,6,8,8,18,15,14,8,19
https://www.gamespot.com/reviews/star-wars-the-force-unleashed-review/1900-6197725/,Commando: Steel Disaster,64,5.8,,,,,,,,,,,
https://www.gamespot.com/reviews/star-wars-the-force-unleashed-review/1900-6197651/,Viva Pinata: Pocket Paradise,82,7.8,197,37,42,69,26,7,6,2,1,1,6
https://www.gamespot.com/reviews/star-wars-the-force-unleashed-review/1900-6197650/,FaceBreaker,54,4.5,667,48,28,42,73,76,88,65,58,65,124
