url,title,release_date,platforms,description,developers,publishers,genres,esrb
https://www.gamespot.com/games/lego-the-lord-of-the-rings/,LEGO The Lord of the Rings,"Oct 30, 2012","3DS, Android, DS, iOS (iPhone/iPad), Macintosh, PC, PlayStation 3, PlayStation Vita, Wii, Xbox 360",LEGO The Lord of the Rings retells the story of the Lord of the Rings Trilogy through the visuals of the LEGO universe.,"TT Games, Traveller's Tales, Feral Interactive",Warner Bros. Interactive Entertainment,"Adventure, Action",Everyone 10+
https://www.gamespot.com/games/batman-arkham-city/,Batman: Arkham City,"Oct 18, 2011","Macintosh, PC, PlayStation 3, Wii U, Xbox 360","Developed by Rocksteady Studios, Batman: Arkham City is an action adventure that builds upon the intense, atmospheric foundation of Batman: Arkham Asylum.","Feral Interactive, Rocksteady Studios, WB Games Montreal","Warner Bros. Interactive Entertainment, Feral Interactive, Warner Bros., Sony DADC Brasil","Adventure, Action",Teen
https://www.gamespot.com/games/the-walking-dead-a-telltale-games-series/,The Walking Dead: A Telltale Games Series,"Dec 11, 2012","Android, iOS (iPhone/iPad), Macintosh, Nintendo Switch, PC, PlayStation 3, PlayStation 4, PlayStation Vita, Xbox 360, Xbox One",The Walking Dead: A Telltale Games Series is a zombie game that lets players experience the true horror and emotional impact of being a survivor of the undead apocalypse.,"Telltale Games, Square Enix","Telltale Games, Skybound LLC, CyberFront, Square Enix",Adventure,Mature
https://www.gamespot.com/games/the-walking-dead-a-telltale-games-series/,The Walking Dead: A Telltale Games Series,"Dec 11, 2012","Android, iOS (iPhone/iPad), Macintosh, Nintendo Switch, PC, PlayStation 3, PlayStation 4, PlayStation Vita, Xbox 360, Xbox One",The Walking Dead: A Telltale Games Series is a zombie game that lets players experience the true horror and emotional impact of being a survivor of the undead apocalypse.,"Telltale Games, Square Enix","Telltale Games, Skybound LLC, CyberFront, Square Enix",Adventure,Mature
https://www.gamespot.com/games/the-walking-dead-a-telltale-games-series/,The Walking Dead: A Telltale Games Series,"Dec 11, 2012","Android, iOS (iPhone/iPad), Macintosh, Nintendo Switch, PC, PlayStation 3, PlayStation 4, PlayStation Vita, Xbox 360, Xbox One",The Walking Dead: A Telltale Games Series is a zombie game that lets players experience the true horror and emotional impact of being a survivor of the undead apocalypse.,"Telltale Games, Square Enix","Telltale Games, CyberFront, Skybound LLC, Square Enix",Adventure,Mature
https://www.gamespot.com/games/persona-4-golden/,Persona 4 Golden,"Nov 20, 2012","PC, PlayStation Vita",Persona 4 Golden is a remastered version of PS2 classic Shin Megami Tensei: Persona 4.,ATLUS,"Sega, ATLUS, NIS America",Role-Playing,Mature
https://www.gamespot.com/games/sonic-and-all-stars-racing-transformed/,Sonic & All-Stars Racing Transformed,"Nov 18, 2012","3DS, Android, iOS (iPhone/iPad), PC, PlayStation 3, PlayStation Vita, Wii U, Xbox 360","Sonic and the All-Stars cast battle for supremacy across land, water and air in transforming vehicles that change from cars to boats to planes mid-race.",Sumo Digital,Sega,"Driving/Racing, Arcade",Everyone 10+
https://www.gamespot.com/games/sonic-and-all-stars-racing-transformed/,Sonic & All-Stars Racing Transformed,"Nov 18, 2012","3DS, Android, iOS (iPhone/iPad), PC, PlayStation 3, PlayStation Vita, Wii U, Xbox 360","Sonic and the All-Stars cast battle for supremacy across land, water and air in transforming vehicles that change from cars to boats to planes mid-race.",Sumo Digital,Sega,"Driving/Racing, Arcade",Everyone 10+
https://www.gamespot.com/games/elemental-fallen-enchantress/,Elemental: Fallen Enchantress,"Oct 23, 2012",PC,"In Fallen Enchantress, players will be able to explore the world of Elemental and discover a wide range of unique locations, including dangerous wild lands that can't be settled until they are conquered.",Stardock,Stardock,"Strategy, Turn-Based",
https://www.gamespot.com/games/sonic-and-all-stars-racing-transformed/,Sonic & All-Stars Racing Transformed,"Nov 18, 2012","3DS, Android, iOS (iPhone/iPad), PC, PlayStation 3, PlayStation Vita, Wii U, Xbox 360","Sonic and the All-Stars cast battle for supremacy across land, water and air in transforming vehicles that change from cars to boats to planes mid-race.",Sumo Digital,Sega,"Driving/Racing, Arcade",Everyone 10+
https://www.gamespot.com/games/lego-harry-potter-years-1-4/,LEGO Harry Potter: Years 1-4,"Jun 25, 2010","Android, DS, iOS (iPhone/iPad), Macintosh, PC, PlayStation 3, PSP, Wii, Xbox 360","The Harry Potter universe gets a Lego makeover, with players able to attend lessons, cast spells, mix potions, fly on broomsticks, and complete tasks to earn points.","Warner Bros. Interactive Entertainment, TT Fusion, Traveller's Tales","Warner Bros. Interactive Entertainment, Feral Interactive","Action, Adventure",Everyone 10+
https://www.gamespot.com/games/playstation-all-stars-battle-royale/,PlayStation All-Stars Battle Royale,"Nov 20, 2012","PlayStation 3, PlayStation Vita",PlayStation All-Stars Battle Royale is a four-player brawler that pits a whole host of Sony and third-party game characters against each other.,"SuperBot Entertainment, Bluepoint Games","SCEE, SCEA, SCEI, SCE Australia","Action, 2D, Fighting",Teen
https://www.gamespot.com/games/playstation-all-stars-battle-royale/,PlayStation All-Stars Battle Royale,"Nov 20, 2012","PlayStation 3, PlayStation Vita",PlayStation All-Stars Battle Royale is a four-player brawler that pits a whole host of Sony and third-party game characters against each other.,"SuperBot Entertainment, Bluepoint Games","SCEE, SCEA, SCEI, SCE Australia","Action, 2D, Fighting",Teen
https://www.gamespot.com/games/sing-party/,SiNG Party,"Nov 18, 2012",Wii U,Sing is a new interactive musical performance game for the Wii U that gets everyone at the party involved in the music.,FreeStyleGames,Nintendo,Music/Rhythm,Everyone 10+
https://www.gamespot.com/games/ninja-gaiden-3/,Ninja Gaiden 3,"Mar 20, 2012","PC, PlayStation 3, Wii U, Xbox 360",Ninja Gaiden III is the 3rd installment in the Ninja Gaiden series.,"Koei Tecmo Games, Team Ninja","Koei Tecmo Games, TECMO KOEI GAMES CO., LTD., Nintendo","Action, Adventure",Mature
https://www.gamespot.com/games/karateka-2012/,Karateka (2012),"Nov 7, 2012","iOS (iPhone/iPad), PC, PlayStation 3, Xbox 360",Jordan Mechner returns to game development for the first time since Prince of Persia: Sands of Time with a downloadable remake of his Apple II action hit from 1984.,Liquid Entertainment,"Karateka LLC, D3Publisher","2D, Action, Fighting",Teen
https://www.gamespot.com/games/hitman-absolution/,Hitman: Absolution,"Nov 19, 2012","Macintosh, PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One",Hitman Absolution is the 5th installment in the Hitman series where players follow Agent 47 who takes on his most dangerous contract to date.,"Feral Interactive, Io Interactive, Warner Bros. Interactive Entertainment","Feral Interactive, Square Enix, Warner Bros. Interactive Entertainment","Action, Adventure",Mature
https://www.gamespot.com/games/new-super-mario-bros-u/,New Super Mario Bros. U,"Nov 18, 2012","Nintendo Switch, Wii U",New Super Mario Bros. U is a new side-scrolling adventure that introduces new transformations for Mario and the ability for players to play as their Mii characters.,Nintendo,Nintendo,"2D, Platformer, Action",Everyone
https://www.gamespot.com/games/nintendo-land/,Nintendo Land,"Nov 18, 2012",Wii U,"Nintendo Land is a fun and lively theme park filled with 12 different attractions, each with its own take on a Nintendo franchise.",Nintendo,Nintendo,Party/Minigame,Everyone 10+
https://www.gamespot.com/games/disney-epic-mickey-2-the-power-of-two/,Disney Epic Mickey 2: The Power of Two,"Nov 18, 2012","PC, PlayStation 3, PlayStation Vita, Wii, Wii U, Xbox 360","In Disney Epic Mickey 2: The Power of Two, gamers will play as Mickey Mouse and Oswald the Lucky Rabbit, Walt Disney's first cartoon star, in an all-new adventure of creativity and discovery.","Blitz Games Studios, Blitz Games, Junction Point, Heavy Iron Studios","Disney Interactive Studios, Spike Chunsoft, CyberFront, Disney Interactive","Platformer, Action, 3D",Everyone
https://www.gamespot.com/games/natural-selection-2/,Natural Selection 2,"Oct 30, 2012","Linux, PC",Natural Selection 2 is a multiplayer shooter that pits aliens against humans in a strategic and action-packed struggle for survival.,Unknown Worlds Entertainment,Unknown Worlds Entertainment,"Shooter, Tactical, Action, First-Person",
https://www.gamespot.com/games/of-orcs-and-men/,Of Orcs and Men,"Oct 11, 2012","PC, PlayStation 3, Xbox 360",Of Orcs and Men is a role-playing game that places players in the role of an elite Orc soldier.,"Cyanide, Spiders",Focus Home Interactive,Role-Playing,Rating Pending
https://www.gamespot.com/games/f1-race-stars/,F1 Race Stars,"Nov 13, 2012","iOS (iPhone/iPad), PC, PlayStation 3, Wii U, Xbox 360",F1 Race Stars is a fast-to-the-fun arcade racing game for all ages.,Codemasters,Codemasters,"Arcade, Driving/Racing",Everyone
https://www.gamespot.com/games/f1-race-stars/,F1 Race Stars,"Nov 13, 2012","iOS (iPhone/iPad), PC, PlayStation 3, Wii U, Xbox 360",F1 Race Stars is a fast-to-the-fun arcade racing game for all ages.,Codemasters,Codemasters,"Arcade, Driving/Racing",Everyone
https://www.gamespot.com/games/f1-race-stars/,F1 Race Stars,"Nov 13, 2012","iOS (iPhone/iPad), PC, PlayStation 3, Wii U, Xbox 360",F1 Race Stars is a fast-to-the-fun arcade racing game for all ages.,Codemasters,Codemasters,"Arcade, Driving/Racing",Everyone
https://www.gamespot.com/games/wonderbook-book-of-spells/,Wonderbook: Book of Spells,"Nov 13, 2012",PlayStation 3,Book of Spells is a single-player virtual reading/entertainment experience exclusive to the PlayStation 3 and the first title for Wonderbook.,SCEE London Studio,"SCEE, SCEI, SCE Australia, SCEA",Miscellaneous,Everyone 10+
https://www.gamespot.com/games/paper-mario-sticker-star/,Paper Mario: Sticker Star,"Nov 11, 2012",3DS,Paper Mario: Sticker Star has players help Mario to recover the six Royal Stickers which are stuck onto Bowser and his underlings.,Intelligent Systems,Nintendo,Role-Playing,Everyone
https://www.gamespot.com/games/medal-of-honor-warfighter/,Medal of Honor: Warfighter,"Oct 23, 2012","PC, PlayStation 3, Xbox 360",Medal of Honor Warfighter is an up close and personal look at today's battlefield and the fight against the ongoing global terror threat.,Danger Close,Electronic Arts,"3D, Action, First-Person, Shooter",Mature
https://www.gamespot.com/games/primal-carnage/,Primal Carnage,"Oct 29, 2012",PC,Primal Carnage is an asymmetrical online multiplayer class-based game of humans versus dinosaurs.,Lukewarm Media,Reverb,"Shooter, 3D, Action, First-Person",
https://www.gamespot.com/games/zero-escape-virtues-last-reward/,Zero Escape: Virtue's Last Reward,"Oct 23, 2012","3DS, PlayStation Vita","Zero Escape: Virtue's Last Reward has players taking on the Nonary Game again, as it's back and more deadly than ever.",ChunSoft,"Aksys Games, ChunSoft, Rising Star Games",Adventure,Mature
https://www.gamespot.com/games/pid/,Pid,"Oct 31, 2012","Macintosh, PC, PlayStation 3, Xbox 360",Pid is a unique platforming adventure game from Might and Delight.,Might and Delight,"Might and Delight, D3Publisher","Action, 2D, Platformer",Everyone 10+
