url,title,release_date,platforms,description,developers,publishers,genres,esrb
https://www.gamespot.com/games/split-second/,Split/Second,"May 18, 2010","iOS (iPhone/iPad), PC, PlayStation 3, PSP, Xbox 360","Split/Second is an action racing game, set within a reality tv show where anything goes.","Digital Legends Entertainment, Black Rock Studio",Disney Interactive Studios,"Arcade, Driving/Racing",Everyone 10+
https://www.gamespot.com/games/split-second/,Split/Second,"May 18, 2010","iOS (iPhone/iPad), PC, PlayStation 3, PSP, Xbox 360","Split/Second is an action racing game, set within a reality tv show where anything goes.","Digital Legends Entertainment, Black Rock Studio",Disney Interactive Studios,"Arcade, Driving/Racing",Everyone 10+
https://www.gamespot.com/games/split-second/,Split/Second,"May 18, 2010","iOS (iPhone/iPad), PC, PlayStation 3, PSP, Xbox 360","Split/Second is an action racing game, set within a reality tv show where anything goes.","Digital Legends Entertainment, Black Rock Studio",Disney Interactive Studios,"Arcade, Driving/Racing",Everyone 10+
https://www.gamespot.com/games/sakura-wars-so-long-my-love/,"Sakura Wars: So Long, My Love","Mar 30, 2010","PlayStation 2, Wii","The fifth game in the long-running Sakura Taisen series takes you to New York during 1927, where you and your team of mechs must battle monsters.","RED Entertainment, Idea Factory","Sega, NIS America","Turn-Based, Strategy",Teen
https://www.gamespot.com/games/raystorm/,RayStorm,1996,"Android, Arcade Games, iOS (iPhone/iPad), PC, PlayStation, Saturn, Xbox 360",Those thirsting for an amazing old school shooting experience can relax - your game has arrived.,"Taito Corporation, Square Enix, TOSE","Taito Corporation, Square Enix, Empire Interactive, Interplay, SCEE, Working Designs, MediaQuest","Shoot-'Em-Up, 2D, Action",Kids to Adults
https://www.gamespot.com/games/grand-theft-auto-chinatown-wars/,Grand Theft Auto: Chinatown Wars,"Mar 17, 2009","Android, DS, iOS (iPhone/iPad), PSP",Grand Theft Auto takes it to the streets of Chinatown and onto the Sony PSP.,Rockstar Leeds,"Rockstar Games, CyberFront","Action, Adventure",Mature
https://www.gamespot.com/games/trauma-team/,Trauma Team,"May 18, 2010",Wii,Trauma Team lets players take the roles of six different specialists and try to master six different disciplines.,ATLUS,"ATLUS, Nintendo",Simulation,Teen
https://www.gamespot.com/games/naruto-shippuden-ultimate-ninja-heroes-3/,Naruto Shippuden: Ultimate Ninja Heroes 3,"May 11, 2010",PSP,Ultimate Ninja Heroes 3 is the latest in the Ultimate Ninja fighting game franchise and follows Naruto Uzumaki and his continuing adventures to save his friend Sasuke.,CyberConnect2,"Bandai Namco Games, Namco Bandai Games","Action, 3D, Fighting",Teen
https://www.gamespot.com/games/skate-3/,Skate 3,"May 11, 2010","PlayStation 3, Xbox 360",Skate 3 features a brand new co-op mode and editing tools for gamers to create their own skateparks.,EA Black Box,"Electronic Arts, EA Games","Skateboarding/Skating, Sports",Teen
https://www.gamespot.com/games/skate-3/,Skate 3,"May 11, 2010","PlayStation 3, Xbox 360",Skate 3 features a brand new co-op mode and editing tools for gamers to create their own skateparks.,EA Black Box,"Electronic Arts, EA Games","Skateboarding/Skating, Sports",Teen
https://www.gamespot.com/games/lead-and-gold-gangs-of-the-wild-west/,Lead and Gold: Gangs of the Wild West,"Apr 8, 2010","PC, PlayStation 3",Lead and Gold is a class-based multiplayer shooter in which players use shotguns and six-shooters to wrest gold and territory from their enemies.,Fatshark AB,"Paradox Interactive, CyberFront, Ascaron Entertainment UK","3D, Action, Shooter, Third-Person",Mature
https://www.gamespot.com/games/lost-planet-2/,Lost Planet 2,"Apr 28, 2010","BlackBerry, PC, PlayStation 3, Xbox 360","Lost Planet 2 sees you returning to EDN III 10 years after the first game, after the planet has undergone massive changes to its climate.","Beeline Interactive, Inc., Capcom","Beeline Interactive, Inc., Capcom","3D, Action, Shooter, Third-Person",Teen
https://www.gamespot.com/games/lost-planet-2/,Lost Planet 2,"Apr 28, 2010","BlackBerry, PC, PlayStation 3, Xbox 360","Lost Planet 2 sees you returning to EDN III 10 years after the first game, after the planet has undergone massive changes to its climate.","Beeline Interactive, Inc., Capcom","Beeline Interactive, Inc., Capcom","Shooter, Third-Person, 3D, Action",Teen
https://www.gamespot.com/games/iron-man-2/,Iron Man 2,"May 3, 2010","BlackBerry, DS, PlayStation 3, PSP, Wii, Xbox 360","In Iron Man 2: The Video Game, gamers can choose to play as War Machine or Iron Man for both on-the-ground on in-air combat.","Gameloft, Sega Studios San Francisco, High Voltage Software","Gameloft, Sega","Adventure, Action",Teen
https://www.gamespot.com/games/hyperballoid-hd/,Hyperballoid HD,"Apr 22, 2010",PlayStation 3,Hyperballoid HD is a next-gen Arkanoid game.,iSquared Games,"iSquared Games, Alawar Entertainment, Inc","Arcade, Action",Everyone
https://www.gamespot.com/games/the-whispered-world/,The Whispered World,"Apr 26, 2010","iOS (iPhone/iPad), Linux, Macintosh, PC",This point & click adventure follows a modern fairy tale set in a fantasy world with hand-painted backgrounds.,Daedalic Entertainment,"Daedalic Entertainment, Deep Silver, Viva Media, LLC",Adventure,Everyone
https://www.gamespot.com/games/heavy-rain/,Heavy Rain,"Feb 23, 2010","PC, PlayStation 3, PlayStation 4","French developer Quantic Dream (the team behind the acclaimed adventure game Indigo Prophecy) brings you Heavy Rain, a game featuring realistic character emotions and new gameplay mechanics.","Quantic Dream, Virtuos","Quantic Dream, Koch Media, SCEE, SCE Australia, SCEI, SCEA, Sony Interactive Entertainment","Third-Person, Adventure, 3D",Mature
https://www.gamespot.com/games/picross-3d/,Picross 3D,"May 3, 2010",DS,Picross 3D blends the logical challenge of a number-based puzzle with the excitement of discovering the hidden objects.,HAL Labs,Nintendo,Puzzle,Everyone
https://www.gamespot.com/games/serious-sam-the-second-encounter/,Serious Sam: The Second Encounter,"Feb 4, 2002","Linux, PC, Xbox 360",You'll find virtually everything there is to like about action gaming in the stunning sequel to Serious Sam.,Croteam,"Devolver Digital, Take-Two Interactive, Gathering, CyberFront, Majesco Games","3D, Action, First-Person, Shooter",Mature
https://www.gamespot.com/games/tecmo-bowl-throwback/,Tecmo Bowl Throwback,"Apr 28, 2010","iOS (iPhone/iPad), PlayStation 3, Xbox 360",Tecmo Bowl Throwback will maintain all of the classic gameplay in addition to fresh new features that modernizes the franchise.,"Koei Tecmo Games, Southend Interactive","TECMO KOEI GAMES CO., LTD., Tecmo","Arcade, Football (American), Sports, Team-Based",Everyone
https://www.gamespot.com/games/2010-fifa-world-cup-south-africa/,2010 FIFA World Cup South Africa,"Apr 26, 2010","iOS (iPhone/iPad), PlayStation 3, PSP, Wii, Xbox 360",FIFA World Cup returns with World Cup South Africa featuring all 199 national teams and 10 official licensed stadiums.,"Electronic Arts, EA Canada",EA Sports,"Team-Based, Simulation, Soccer, Sports",Everyone
https://www.gamespot.com/games/nier/,NIER,"Apr 27, 2010","PlayStation 3, Xbox 360","Assume the role of the unyielding protagonist, Nier, who is resolute in his quest to discover a cure for his daughter, who is infected with the Black Scrawl virus.",Cavia Inc.,Square Enix,"Action, Role-Playing",Mature
https://www.gamespot.com/games/nier/,NIER,"Apr 27, 2010","PlayStation 3, Xbox 360","Assume the role of the unyielding protagonist, Nier, who is resolute in his quest to discover a cure for his daughter, who is infected with the Black Scrawl virus.",Cavia Inc.,Square Enix,"Action, Role-Playing",Mature
https://www.gamespot.com/games/dantes-inferno/,Dante's Inferno,"Feb 9, 2010","PlayStation 3, PSP, Xbox 360","Based on the classic poem, Dante's Inferno takes you on a quest of vengeance and redemption through the Nine Circles of Hell.","Visceral Games, Artificial Mind and Movement",Electronic Arts,"Action, Adventure",Mature
https://www.gamespot.com/games/left-4-dead-2/,Left 4 Dead 2,"Nov 16, 2009","Linux, Macintosh, PC, Xbox 360",The zombie shooter returns featuring four new survivors and five new campaigns.,Valve Software,"Valve Software, Electronic Arts, Zoo Corporation","First-Person, Shooter, Tactical, Action",Mature
https://www.gamespot.com/games/3d-dot-game-heroes/,3D Dot Game Heroes,"May 11, 2010",PlayStation 3,"Dripping with old school charm, classic gaming pizzazz, and pure retro sexy, 3D Dot Game Heroes is the ultimate homage to the industry's golden era.",Silicon Studio,"ATLUS, SCEI, SouthPeak Games, From Software","Action, Role-Playing",Everyone 10+
https://www.gamespot.com/games/dead-to-rights-retribution/,Dead to Rights: Retribution,"Apr 27, 2010","PlayStation 3, Xbox 360",Play as hard-edged cop Jack Slate and his canine companion shadow in this gritty and brutal third person action game.,Volatile Games,"Namco Bandai Games, Bandai Namco Games","3D, Action, Shooter, Third-Person",Mature
https://www.gamespot.com/games/dead-to-rights-retribution/,Dead to Rights: Retribution,"Apr 27, 2010","PlayStation 3, Xbox 360",Play as hard-edged cop Jack Slate and his canine companion shadow in this gritty and brutal third person action game.,Volatile Games,"Namco Bandai Games, Bandai Namco Games","3D, Action, Shooter, Third-Person",Mature
https://www.gamespot.com/games/tom-clancys-splinter-cell-conviction/,Tom Clancy's Splinter Cell: Conviction,"Apr 13, 2010","Macintosh, Ouya, PC, Xbox 360","Sam Fisher's work is never done, and this installment will find him engaged in daylight operations aimed at uncovering a mole and protecting those he cares about.","Ubisoft Montreal, Playcast-media","Ubisoft, Playcast-media","Action, Adventure",Mature
https://www.gamespot.com/games/super-street-fighter-iv/,Super Street Fighter IV,"Apr 27, 2010","3DS, PlayStation 3, Xbox 360","Super Street Fighter IV is an upgraded version of the original Street Fighter IV with all of that game's characters, plus an expanded roster of both brand-new characters and returning characters from previous games.",Capcom,Capcom,"Action, 2D, Fighting",Teen
https://www.gamespot.com/games/2010-fifa-world-cup-south-africa/,2010 FIFA World Cup South Africa,"Apr 26, 2010","iOS (iPhone/iPad), PlayStation 3, PSP, Wii, Xbox 360",FIFA World Cup returns with World Cup South Africa featuring all 199 national teams and 10 official licensed stadiums.,"Electronic Arts, EA Canada",EA Sports,"Team-Based, Simulation, Soccer, Sports",Everyone
https://www.gamespot.com/games/2010-fifa-world-cup-south-africa/,2010 FIFA World Cup South Africa,"Apr 26, 2010","iOS (iPhone/iPad), PlayStation 3, PSP, Wii, Xbox 360",FIFA World Cup returns with World Cup South Africa featuring all 199 national teams and 10 official licensed stadiums.,"Electronic Arts, EA Canada",EA Sports,"Sports, Team-Based, Simulation, Soccer",Everyone
https://www.gamespot.com/games/super-street-fighter-iv/,Super Street Fighter IV,"Apr 27, 2010","3DS, PlayStation 3, Xbox 360","Super Street Fighter IV is an upgraded version of the original Street Fighter IV with all of that game's characters, plus an expanded roster of both brand-new characters and returning characters from previous games.",Capcom,Capcom,"Fighting, Action, 2D",Teen
https://www.gamespot.com/games/monster-hunter-tri/,Monster Hunter Tri,"Apr 20, 2010",Wii,Hunt down fantastical monsters in this action RPG developed exclusively for the Wii.,Capcom,"Capcom, Nintendo","Action, Role-Playing",Teen
https://www.gamespot.com/games/after-burner-climax/,After Burner Climax,November 2006,"Arcade Games, iOS (iPhone/iPad), PlayStation 3, Xbox 360",The classic After Burner series returns to the arcade.,"Sega, Sega AM2",Sega,"Simulation, Flight",Everyone 10+
https://www.gamespot.com/games/after-burner-climax/,After Burner Climax,November 2006,"Arcade Games, iOS (iPhone/iPad), PlayStation 3, Xbox 360",The classic After Burner series returns to the arcade.,"Sega, Sega AM2",Sega,"Flight, Simulation",Everyone 10+
https://www.gamespot.com/games/star-wars-dark-forces/,Star Wars: Dark Forces,"Feb 28, 1995","Macintosh, PC, PlayStation","To its credit, Dark Forces is a good game that doesn't ""play itself"" like the Rebel Assault games do.","LucasArts, Big Bang","LucasArts, Softgold, Limited Run Games, Virgin Interactive, Brasoft Produtos de Informatica Ltda., Erbe Software, Bullet Proof Software","First-Person, Shooter, 3D, Action",Teen
https://www.gamespot.com/games/out-of-the-park-baseball-11/,Out of the Park Baseball 11,"Oct 22, 2009","iOS (iPhone/iPad), Macintosh, PC",Out of the Park Baseball 11 is the grand slam of baseball simulators.,Out Of The Park Developments,"Out Of The Park Developments, Viva Media, LLC","Simulation, Sports, Team-Based, Baseball",Everyone 10+
https://www.gamespot.com/games/the-secret-of-monkey-island/,The Secret of Monkey Island,October 1990,"Amiga, Atari ST, FM Towns, iOS (iPhone/iPad), Macintosh, PC, PlayStation 3, Sega CD, Xbox 360",,"Lucasfilm Games, LucasArts","Lucasfilm Games, U.S. Gold, Kixx, Victor Interactive Software, LucasArts, Aspyr, Softgold, Limited Run Games, JVC Musical Industries, Inc., Disney Interactive Studios",Adventure,Teen
https://www.gamespot.com/games/fat-princess/,Fat Princess,"Jul 30, 2009","PlayStation 3, PSP",Fat Princess: Fistful of Cake is an action game where you have to rescue the princess from the castle.,"Titan Studios, SuperVillain Studios","SCEI, SCEA, SCEE, SCE Australia","Strategy, Real-Time",Teen
https://www.gamespot.com/games/beat-hazard/,Beat Hazard,"Oct 28, 2009","Android, iOS (iPhone/iPad), Linux, Macintosh, PC, PlayStation 3, Xbox 360",,"d3t Ltd, Cold Beam Games, ShadowRage","Cold Beam Games, ValuSoft, ShadowRage","2D, Action, Fixed-Screen, Shooter",Everyone
https://www.gamespot.com/games/mount-and-blade-warband/,Mount & Blade: Warband,"Mar 30, 2010","Android, Linux, Macintosh, PC, PlayStation 4, Xbox One","The first expansion pack for Mount & Blade introduces an array of brand-new features, highlighted by a multiplayer capability that allows up to 32 players to battle it out in team-deathmatch-style combat on a single map.",Taleworlds,"Taleworlds, Paradox Interactive, CyberFront, Koch Media",Role-Playing,Teen
https://www.gamespot.com/games/again-interactive-crime-novel/,Again: Interactive Crime Novel,"Apr 2, 2010",DS,Again is an interactive crime novel from the developers of Hotel Dusk and Trace Memory.,Cing,Tecmo,Adventure,Teen
https://www.gamespot.com/games/the-misadventures-of-p-b-winterbottom/,The Misadventures of P.B. Winterbottom,"Feb 17, 2010","PC, Xbox 360",The Misadventures of P.B. Winterbottom presents the comical escapades of the portly pie thief P.B. Winterbottom on his mad-capped pursuit of scrumptious brain-teasing pies.,The Odd Gentlemen,"2K Games, 2K Play",Puzzle,Everyone
https://www.gamespot.com/games/deadly-premonition/,Deadly Premonition,"Feb 17, 2010","Nintendo Switch, PC, PlayStation 3, Xbox 360",Go on a decidedly Twin Peaks-like adventure with this new PS3 game from Marvelous.,"TOYBOX, Access Games","Rising Star Games, Aksys Games, TOYBOX, Numskull Games, Mastertronic, SCEI, Marvelous, Marvelous AQL, Ignition Entertainment, Xseed Games","Action, Adventure",Mature
https://www.gamespot.com/games/final-fight-double-impact/,Final Fight: Double Impact,"Apr 14, 2010","PlayStation 3, Xbox 360",Final Fight: Double Impact is a dual release featuring two awesome Capcom classics: Final Fight and Magic Sword.,Proper Games Ltd,Capcom,Compilation,Teen
https://www.gamespot.com/games/final-fight-double-impact/,Final Fight: Double Impact,"Apr 14, 2010","PlayStation 3, Xbox 360",Final Fight: Double Impact is a dual release featuring two awesome Capcom classics: Final Fight and Magic Sword.,Proper Games Ltd,Capcom,Compilation,Teen
https://www.gamespot.com/games/grand-theft-auto-episodes-from-liberty-city/,Grand Theft Auto: Episodes from Liberty City,"Oct 29, 2009","PC, PlayStation 3, Xbox 360",Grand Theft Auto: Episodes From Liberty City is a stand-alone game featuring The Lost and Damned and The Ballad of Gay Tony episodes on one disc.,"Rockstar Toronto, Rockstar North",Rockstar Games,Compilation,Mature
https://www.gamespot.com/games/majesty-2-the-fantasy-kingdom-sim/,Majesty 2: The Fantasy Kingdom Sim,"Sep 17, 2009","Macintosh, PC",Majesty 2 will follow closely in the footsteps of the original game and will bring all key elements up to date.,"Paradox Interactive, 1C, 1C:Ino-Co","Virtual Programming, Paradox Interactive",Strategy,Teen
https://www.gamespot.com/games/lead-and-gold-gangs-of-the-wild-west/,Lead and Gold: Gangs of the Wild West,"Apr 8, 2010","PC, PlayStation 3",Lead and Gold is a class-based multiplayer shooter in which players use shotguns and six-shooters to wrest gold and territory from their enemies.,Fatshark AB,"Ascaron Entertainment UK, Paradox Interactive, CyberFront","3D, Action, Shooter, Third-Person",Mature
https://www.gamespot.com/games/pokemon-heartgold-version/,Pokemon HeartGold / SoulSilver Version,"Mar 14, 2010",DS,Pokemon HeartGold and SoulSilver bring dozens of Pokemon characters back into the limelight for a new Pokemon generation.,Game Freak,"Nintendo, The Pokemon Company","Management, Role-Playing",Everyone
https://www.gamespot.com/games/pokemon-heartgold-version/,Pokemon HeartGold / SoulSilver Version,"Mar 14, 2010",DS,Pokemon HeartGold and SoulSilver bring dozens of Pokemon characters back into the limelight for a new Pokemon generation.,Game Freak,"Nintendo, The Pokemon Company","Management, Role-Playing",Everyone
https://www.gamespot.com/games/prison-break-the-conspiracy/,Prison Break: The Conspiracy,"Mar 30, 2010","PC, PlayStation 3, Xbox 360",Prison Break - The Conspiracy takes you inside the Prison Break world like never before.,ZootFly,Deep Silver,Adventure,Teen
https://www.gamespot.com/games/prison-break-the-conspiracy/,Prison Break: The Conspiracy,"Mar 30, 2010","PC, PlayStation 3, Xbox 360",Prison Break - The Conspiracy takes you inside the Prison Break world like never before.,ZootFly,Deep Silver,Adventure,Teen
https://www.gamespot.com/games/grand-theft-auto-episodes-from-liberty-city/,Grand Theft Auto: Episodes from Liberty City,"Oct 29, 2009","PC, PlayStation 3, Xbox 360",Grand Theft Auto: Episodes From Liberty City is a stand-alone game featuring The Lost and Damned and The Ballad of Gay Tony episodes on one disc.,"Rockstar Toronto, Rockstar North",Rockstar Games,Compilation,Mature
https://www.gamespot.com/games/tom-clancys-splinter-cell-conviction/,Tom Clancy's Splinter Cell: Conviction,"Apr 13, 2010","Macintosh, Ouya, PC, Xbox 360","Sam Fisher's work is never done, and this installment will find him engaged in daylight operations aimed at uncovering a mole and protecting those he cares about.","Ubisoft Montreal, Playcast-media","Ubisoft, Playcast-media","Action, Adventure",Mature
https://www.gamespot.com/games/mimana-iyar-chronicle/,Mimana Iyar Chronicle,"Mar 30, 2010",PSP,Mimana Iyar Chronicle blends the traditional RPG elements of vast map exploration and treacherous dungeon spelunking.,GungHo,"GungHo, Aksys Games",Role-Playing,Teen
https://www.gamespot.com/games/alice-in-wonderland-2010/,Alice in Wonderland (2010),"Mar 2, 2010","DS, PC, Wii",This video game is based on the upcoming Tim Burton/Disney film Alice in Wonderland.,Etranges Libellules,Disney Interactive Studios,"Action, Adventure",Everyone 10+
https://www.gamespot.com/games/prison-break-the-conspiracy/,Prison Break: The Conspiracy,"Mar 30, 2010","PC, PlayStation 3, Xbox 360",Prison Break - The Conspiracy takes you inside the Prison Break world like never before.,ZootFly,Deep Silver,Adventure,Teen
https://www.gamespot.com/games/alice-in-wonderland-2010/,Alice in Wonderland (2010),"Mar 2, 2010","DS, PC, Wii",This video game is based on the upcoming Tim Burton/Disney film Alice in Wonderland.,Etranges Libellules,Disney Interactive Studios,"Action, Adventure",Everyone 10+
https://www.gamespot.com/games/mass-effect-2/,Mass Effect 2,"Jan 26, 2010","PC, PlayStation 3, Xbox 360","Mass Effect 2 is the second chapter in the Mass Effect trilogy of action role-playing games developed by BioWare and again focuses on the adventures of series protagonist, Commander Shepard.",BioWare,"Electronic Arts, EA Games, ak tronic","Role-Playing, Action",Mature
https://www.gamespot.com/games/mass-effect-2/,Mass Effect 2,"Jan 26, 2010","PC, PlayStation 3, Xbox 360","Mass Effect 2 is the second chapter in the Mass Effect trilogy of action role-playing games developed by BioWare and again focuses on the adventures of series protagonist, Commander Shepard.",BioWare,"Electronic Arts, EA Games, ak tronic","Role-Playing, Action",Mature
https://www.gamespot.com/games/rooms-the-main-building/,Rooms: The Main Building,"Aug 11, 2008","DS, iOS (iPhone/iPad), Macintosh, PC, Wii",Slide rooms around in a grid and use helpful items like teleporters and ladders to guide Mr. X to the exit.,"HandMade Game, Hudson, Hudson Entertainment","Hudson Entertainment, Hudson, Big Fish Games, Zero Rock Entertainment",Puzzle,Everyone
https://www.gamespot.com/games/shin-megami-tensei-strange-journey/,Shin Megami Tensei: Strange Journey,"Mar 23, 2010","3DS, DS","A startlingly original entry in the award-winning Shin Megami Tensei universe, Strange Journey takes the heralded RPG franchise to exciting new sci-fi frontiers while bringing to mind the all-time classic Nocturne.",ATLUS,"ATLUS, Deep Silver",Role-Playing,Mature
https://www.gamespot.com/games/mega-man-10/,Mega Man 10,"Mar 1, 2010","PlayStation 3, Wii, Xbox 360",Capcom's blue bomber returns to run another gauntlet of evil robot bosses.,Inti,Capcom,"Action, 2D, Platformer",Everyone
https://www.gamespot.com/games/mega-man-10/,Mega Man 10,"Mar 1, 2010","PlayStation 3, Wii, Xbox 360",Capcom's blue bomber returns to run another gauntlet of evil robot bosses.,Inti,Capcom,"Action, 2D, Platformer",Everyone
https://www.gamespot.com/games/the-settlers-7-paths-to-a-kingdom/,The Settlers 7: Paths to a Kingdom,"Mar 23, 2010","Macintosh, PC",The Settlers: Paths to a Kingdom is the latest game from the award-winning kingdom building strategy series.,Blue Byte,"Ubisoft, TransGaming Inc., E-Frontier, Focus Multimedia","Management, Strategy",Everyone 10+
https://www.gamespot.com/games/shatter-2009/,Shatter (2009),"Jul 23, 2009","Android, Linux, Macintosh, Nintendo Switch, PC, PlayStation 3, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X",Shatter is a retro-inspired brick-breaking game available for download for the PC.,"PikPok, Sidhe Interactive","Netflix, Sidhe Interactive, PikPok","Action, Arcade",Everyone
https://www.gamespot.com/games/mega-man-10/,Mega Man 10,"Mar 1, 2010","PlayStation 3, Wii, Xbox 360",Capcom's blue bomber returns to run another gauntlet of evil robot bosses.,Inti,Capcom,"Action, 2D, Platformer",Everyone
https://www.gamespot.com/games/fragile-dreams-farewell-ruins-of-the-moon/,Fragile Dreams: Farewell Ruins of the Moon,"Mar 16, 2010",Wii,Fight off the ghosts and demons as you piece together the mystery behind the disappearance of mankind in Fragile: Farewell Ruins of the Moon.,Tri-Crescendo,"Rising Star Games, Bandai Namco Games, Xseed Games","Action, Role-Playing",Teen
https://www.gamespot.com/games/section-8/,Section 8,"Aug 25, 2009","PC, PlayStation 3, Xbox 360",Section 8 chronicles the missions of an elite interstellar infantry squad as they take on dangerous missions on Earth's frontier colonies.,TimeGate Studios,"SouthPeak Games, TimeGate Studios","3D, Action, First-Person, Shooter",Teen
https://www.gamespot.com/games/resonance-of-fate/,Resonance of Fate,"Mar 16, 2010","PC, PlayStation 3, PlayStation 4, Xbox 360",Resonance of Fate is an RPG game developed by tri-Ace.,Tri-Ace,"Tri-Ace, Sega, H2 Interactive Co., Ltd.",Role-Playing,Teen
https://www.gamespot.com/games/resonance-of-fate/,Resonance of Fate,"Mar 16, 2010","PC, PlayStation 3, PlayStation 4, Xbox 360",Resonance of Fate is an RPG game developed by tri-Ace.,Tri-Ace,"Tri-Ace, Sega, H2 Interactive Co., Ltd.",Role-Playing,Teen
https://www.gamespot.com/games/global-agenda/,Global Agenda,"Feb 1, 2010",PC,"Global Agenda is a MMORPG for the PC that features RPG-style character progression, solo or cooperative team missions, and competitive play.",Hi-Rez Studios,"Hi-Rez Studios, Iceberg Interactive","Role-Playing, MMO",Teen
https://www.gamespot.com/games/motogp-09-10/,MotoGP 09/10,"Mar 23, 2010","PlayStation 3, Xbox 360",MotoGP 09/10 takes the series in an exciting new direction rewarding players for their racing style and skill on the track.,Monumental Games,Capcom,"Driving/Racing, Simulation",Everyone
https://www.gamespot.com/games/motogp-09-10/,MotoGP 09/10,"Mar 23, 2010","PlayStation 3, Xbox 360",MotoGP 09/10 takes the series in an exciting new direction rewarding players for their racing style and skill on the track.,Monumental Games,Capcom,"Simulation, Driving/Racing",Everyone
https://www.gamespot.com/games/rugby-league-3/,Rugby League 3,"Apr 16, 2010",Wii,,Sidhe Interactive,HES Interactive,"Team-Based, Sports",
https://www.gamespot.com/games/warioware-d-i-y/,WarioWare D.I.Y.,"Mar 28, 2010",DS,WarioWare D.I.Y. lets users design their own micro-games from scratch and share them with other WarioWare D.I.Y. owners via a broadband Internet connection and Nintendo Wi-Fi Connection.,Intelligent Systems,Nintendo,Miscellaneous,Everyone
https://www.gamespot.com/games/major-league-baseball-2k10/,Major League Baseball 2K10,"Mar 1, 2010","DS, PC, PlayStation 2, PlayStation 3, PSP, Wii, Xbox 360","Authentic presentation with MLB Today featuring scores, standings, news and stats and up-to-date analysis and color commentary by Gary Thorne, Steve Phillips and now John Kruk.","Powerhead Games, Visual Concepts","2K Sports, Take-Two Interactive","Simulation, Sports, Team-Based, Baseball",Everyone
https://www.gamespot.com/games/last-rebellion/,Last Rebellion,"Feb 23, 2010",PlayStation 3,"Last Rebellion is a role-playing game with a branching story about two protagonists, the fighter Nine and the magic user Aisha.",Hit Maker,"Nippon Ichi Software, NIS America",Role-Playing,Teen
https://www.gamespot.com/games/just-cause-2/,Just Cause 2,"Mar 23, 2010","PC, PlayStation 3, Xbox 360",Rico heads to the South Pacific island of Panau for his latest parachuting adventure.,Avalanche Studios,Square Enix,"Adventure, Action",Mature
https://www.gamespot.com/games/just-cause-2/,Just Cause 2,"Mar 23, 2010","PC, PlayStation 3, Xbox 360",Rico heads to the South Pacific island of Panau for his latest parachuting adventure.,Avalanche Studios,Square Enix,"Adventure, Action",Mature
